order_id,customer_id,product_category,price,quantity,discount,order_date,total_value
4309,4096,Sports,187.42,3,0.29,2023-06-29 12:00:00,399.20459999999997
4310,2609,Home,349.23,5,0.18,2023-06-29 13:00:00,1431.843
4311,1717,Sports,357.77,1,0.25,2023-06-29 14:00:00,268.3275
4312,4561,Home,456.28,1,0.24,2023-06-29 15:00:00,346.77279999999996
4313,7782,Electronics,443.11,3,0.17,2023-06-29 16:00:00,1103.3438999999998
4314,2048,Books,144.46,4,0.13,2023-06-29 17:00:00,502.7208
4315,9307,Books,323.55,5,0.15,2023-06-29 18:00:00,1375.0874999999999
4316,8905,Clothing,199.88,2,0.24,2023-06-29 19:00:00,303.81759999999997
4317,6578,Clothing,265.14,4,0.19,2023-06-29 20:00:00,859.0536
4318,2620,Electronics,279.57,1,0.06,2023-06-29 21:00:00,262.7958
4319,7548,Electronics,201.19,4,0.18,2023-06-29 22:00:00,659.9032000000001
4320,8381,Home,234.63,2,0.12,2023-06-29 23:00:00,412.9488
4321,5780,Electronics,108.13,5,0.02,2023-06-30 00:00:00,529.837
4322,4792,Home,305.78,5,0.11,2023-06-30 01:00:00,1360.721
4323,3941,Sports,380.69,2,0.07,2023-06-30 02:00:00,708.0834
4324,6695,Clothing,217.72,2,0.25,2023-06-30 03:00:00,326.58
4325,7401,Clothing,488.95,3,0.03,2023-06-30 04:00:00,1422.8445
4326,7197,Books,33.33,1,0.11,2023-06-30 05:00:00,29.6637
4327,6450,Books,296.63,3,0.21,2023-06-30 06:00:00,703.0131
4328,9975,Clothing,293.88,4,0.27,2023-06-30 07:00:00,858.1296
4329,9432,Sports,22.97,2,0.1,2023-06-30 08:00:00,41.346
4330,6874,Sports,116.16,3,0.18,2023-06-30 09:00:00,285.75360000000006
4331,2553,Beauty,453.24,1,0.11,2023-06-30 10:00:00,403.3836
4332,2012,Home,274.53,1,0.06,2023-06-30 11:00:00,258.05819999999994
4333,9378,Books,221.01,2,0.1,2023-06-30 12:00:00,397.818
4334,2881,Home,210.67,3,0.19,2023-06-30 13:00:00,511.92810000000003
4335,7799,Books,444.64,5,0.21,2023-06-30 14:00:00,1756.328
4336,5586,Beauty,186.68,2,0.11,2023-06-30 15:00:00,332.29040000000003
4337,9622,Clothing,430.29,4,0.05,2023-06-30 16:00:00,1635.102
4338,9430,Home,158.05,3,0.04,2023-06-30 17:00:00,455.184
4339,7447,Books,268.09,3,0.24,2023-06-30 18:00:00,611.2452
4340,3345,Home,76.19,2,0.2,2023-06-30 19:00:00,121.904
4341,1075,Clothing,413.39,3,0.22,2023-06-30 20:00:00,967.3326000000001
4342,6877,Electronics,369.31,3,0.15,2023-06-30 21:00:00,941.7405
4343,7785,Books,267.4,4,0.14,2023-06-30 22:00:00,919.8559999999999
4344,5922,Electronics,17.82,4,0.06,2023-06-30 23:00:00,67.00319999999999
4345,9090,Beauty,243.22,5,0.05,2023-07-01 00:00:00,1155.2949999999998
4346,3330,Sports,116.47,4,0.05,2023-07-01 01:00:00,442.58599999999996
4347,5686,Home,209.62,5,0.3,2023-07-01 02:00:00,733.6699999999998
4348,2902,Books,428.93,4,0.25,2023-07-01 03:00:00,1286.79
4349,5670,Home,385.95,5,0.19,2023-07-01 04:00:00,1563.0975
4350,8143,Beauty,124.77,4,0.06,2023-07-01 05:00:00,469.13519999999994
4351,3059,Beauty,492.55,4,0.1,2023-07-01 06:00:00,1773.18
4352,1140,Home,452.09,2,0.11,2023-07-01 07:00:00,804.7202
4353,2789,Books,266.69,4,0.14,2023-07-01 08:00:00,917.4136
4354,1016,Clothing,267.42,5,0.13,2023-07-01 09:00:00,1163.277
4355,1464,Clothing,451.13,2,0.28,2023-07-01 10:00:00,649.6272
4356,5471,Sports,319.89,5,0.22,2023-07-01 11:00:00,1247.571
4357,2827,Home,270.66,4,0.02,2023-07-01 12:00:00,1060.9872
4358,9711,Home,375.83,4,0.11,2023-07-01 13:00:00,1337.9548
4359,6956,Books,121.37,5,0.04,2023-07-01 14:00:00,582.576
4360,1089,Home,439.8,3,0.08,2023-07-01 15:00:00,1213.8480000000002
4361,5815,Books,268.05,2,0.29,2023-07-01 16:00:00,380.631
4362,3851,Home,303.73,2,0.21,2023-07-01 17:00:00,479.89340000000004
4363,3843,Beauty,49.52,4,0.0,2023-07-01 18:00:00,198.08
4364,7543,Electronics,158.21,2,0.1,2023-07-01 19:00:00,284.778
4365,6901,Home,216.23,5,0.13,2023-07-01 20:00:00,940.6004999999999
4366,1969,Electronics,209.89,4,0.18,2023-07-01 21:00:00,688.4392
4367,2094,Clothing,390.25,2,0.15,2023-07-01 22:00:00,663.425
4368,7124,Sports,144.75,1,0.02,2023-07-01 23:00:00,141.855
4369,8347,Clothing,95.14,2,0.15,2023-07-02 00:00:00,161.738
4370,4195,Home,293.4,5,0.04,2023-07-02 01:00:00,1408.32
4371,2404,Books,309.43,2,0.16,2023-07-02 02:00:00,519.8424
4372,7940,Clothing,65.18,3,0.07,2023-07-02 03:00:00,181.8522
4373,5290,Beauty,6.22,3,0.04,2023-07-02 04:00:00,17.9136
4374,4982,Electronics,459.24,4,0.09,2023-07-02 05:00:00,1671.6336000000001
4375,6555,Books,44.42,3,0.03,2023-07-02 06:00:00,129.26219999999998
4376,8954,Books,449.44,5,0.09,2023-07-02 07:00:00,2044.952
4377,5713,Home,202.61,1,0.26,2023-07-02 08:00:00,149.9314
4378,4092,Beauty,328.26,1,0.09,2023-07-02 09:00:00,298.7166
4379,5159,Electronics,96.88,4,0.14,2023-07-02 10:00:00,333.2672
4380,7308,Beauty,412.84,4,0.16,2023-07-02 11:00:00,1387.1424
4381,8478,Clothing,94.2,3,0.05,2023-07-02 12:00:00,268.47
4382,9476,Home,196.32,5,0.13,2023-07-02 13:00:00,853.992
4383,5933,Books,122.82,3,0.26,2023-07-02 14:00:00,272.6604
4384,5926,Books,419.57,5,0.02,2023-07-02 15:00:00,2055.893
4385,4969,Clothing,429.88,5,0.28,2023-07-02 16:00:00,1547.568
4386,3965,Books,189.15,1,0.26,2023-07-02 17:00:00,139.971
4387,5319,Sports,157.15,5,0.26,2023-07-02 18:00:00,581.455
4388,9975,Home,387.91,2,0.06,2023-07-02 19:00:00,729.2708
4389,8108,Clothing,439.86,5,0.15,2023-07-02 20:00:00,1869.4050000000002
4390,4939,Home,313.89,1,0.18,2023-07-02 21:00:00,257.38980000000004
4391,1044,Electronics,464.06,3,0.03,2023-07-02 22:00:00,1350.4146
4392,2810,Home,194.61,5,0.17,2023-07-02 23:00:00,807.6315000000001
4393,5566,Home,80.18,2,0.25,2023-07-03 00:00:00,120.27000000000001
4394,2909,Electronics,93.92,4,0.28,2023-07-03 01:00:00,270.4896
4395,7364,Clothing,336.57,3,0.08,2023-07-03 02:00:00,928.9332
4396,3581,Home,206.73,4,0.09,2023-07-03 03:00:00,752.4972
4397,1691,Beauty,82.38,2,0.08,2023-07-03 04:00:00,151.5792
4398,1931,Home,149.65,1,0.05,2023-07-03 05:00:00,142.1675
4399,8910,Clothing,267.65,1,0.13,2023-07-03 06:00:00,232.85549999999998
4400,7382,Books,65.12,3,0.24,2023-07-03 07:00:00,148.4736
4401,4406,Electronics,6.7,5,0.21,2023-07-03 08:00:00,26.465
4402,9339,Books,459.06,5,0.27,2023-07-03 09:00:00,1675.5690000000002
4403,2032,Clothing,155.91,4,0.11,2023-07-03 10:00:00,555.0396
4404,2311,Sports,114.64,1,0.17,2023-07-03 11:00:00,95.1512
4405,9579,Books,350.75,5,0.23,2023-07-03 12:00:00,1350.3875
4406,4121,Home,427.43,5,0.27,2023-07-03 13:00:00,1560.1195
4407,2873,Home,317.98,1,0.26,2023-07-03 14:00:00,235.3052
4408,7781,Electronics,130.97,1,0.14,2023-07-03 15:00:00,112.63419999999999
4409,4748,Home,431.51,2,0.27,2023-07-03 16:00:00,630.0046
4410,1277,Beauty,257.66,4,0.13,2023-07-03 17:00:00,896.6568000000001
4411,2859,Beauty,193.69,1,0.27,2023-07-03 18:00:00,141.3937
4412,6929,Books,304.34,2,0.23,2023-07-03 19:00:00,468.68359999999996
4413,7792,Clothing,351.8,1,0.07,2023-07-03 20:00:00,327.174
4414,5713,Electronics,298.95,3,0.28,2023-07-03 21:00:00,645.7319999999999
4415,5675,Sports,460.52,3,0.07,2023-07-03 22:00:00,1284.8508
4416,2170,Books,315.87,3,0.27,2023-07-03 23:00:00,691.7553
4417,9681,Clothing,439.9,1,0.18,2023-07-04 00:00:00,360.718
4418,6308,Electronics,295.54,5,0.2,2023-07-04 01:00:00,1182.16
4419,3462,Electronics,168.19,5,0.03,2023-07-04 02:00:00,815.7215
4420,1287,Books,268.49,3,0.02,2023-07-04 03:00:00,789.3606
4421,6953,Clothing,47.74,4,0.29,2023-07-04 04:00:00,135.5816
4422,5282,Clothing,118.94,2,0.1,2023-07-04 05:00:00,214.092
4423,2907,Home,384.28,3,0.25,2023-07-04 06:00:00,864.6299999999999
4424,2161,Sports,332.43,2,0.21,2023-07-04 07:00:00,525.2394
4425,1129,Beauty,87.43,2,0.18,2023-07-04 08:00:00,143.38520000000003
4426,7337,Home,221.82,3,0.21,2023-07-04 09:00:00,525.7134000000001
4427,3363,Electronics,75.29,5,0.03,2023-07-04 10:00:00,365.15650000000005
4428,9151,Sports,428.63,4,0.12,2023-07-04 11:00:00,1508.7776
4429,6983,Sports,59.04,3,0.18,2023-07-04 12:00:00,145.2384
4430,1143,Clothing,328.85,2,0.26,2023-07-04 13:00:00,486.69800000000004
4431,9207,Sports,305.47,1,0.21,2023-07-04 14:00:00,241.32130000000004
4432,8469,Books,239.02,1,0.08,2023-07-04 15:00:00,219.8984
4433,1244,Sports,142.73,2,0.3,2023-07-04 16:00:00,199.82199999999997
4434,1926,Electronics,204.96,3,0.19,2023-07-04 17:00:00,498.05280000000005
4435,4178,Books,404.16,5,0.15,2023-07-04 18:00:00,1717.68
4436,3176,Books,381.97,3,0.23,2023-07-04 19:00:00,882.3507000000001
4437,6002,Home,370.71,4,0.18,2023-07-04 20:00:00,1215.9288000000001
4438,1886,Sports,376.16,1,0.21,2023-07-04 21:00:00,297.1664
4439,9532,Clothing,76.22,2,0.19,2023-07-04 22:00:00,123.47640000000001
4440,4398,Home,54.05,5,0.05,2023-07-04 23:00:00,256.7375
4441,9497,Clothing,431.44,3,0.16,2023-07-05 00:00:00,1087.2287999999999
4442,3654,Sports,419.4,4,0.08,2023-07-05 01:00:00,1543.392
4443,8392,Home,342.25,3,0.17,2023-07-05 02:00:00,852.2025
4444,2371,Sports,304.92,4,0.04,2023-07-05 03:00:00,1170.8928
4445,8135,Electronics,186.6,3,0.07,2023-07-05 04:00:00,520.6139999999999
4446,1320,Home,115.92,5,0.24,2023-07-05 05:00:00,440.49600000000004
4447,5654,Clothing,335.49,5,0.12,2023-07-05 06:00:00,1476.156
4448,6300,Electronics,456.95,2,0.2,2023-07-05 07:00:00,731.12
4449,7761,Beauty,221.31,5,0.15,2023-07-05 08:00:00,940.5674999999999
4450,7854,Clothing,155.09,4,0.1,2023-07-05 09:00:00,558.3240000000001
4451,6505,Sports,139.02,2,0.15,2023-07-05 10:00:00,236.334
4452,7553,Clothing,16.73,5,0.24,2023-07-05 11:00:00,63.574000000000005
4453,5042,Beauty,262.56,1,0.08,2023-07-05 12:00:00,241.5552
4454,8498,Clothing,494.18,4,0.13,2023-07-05 13:00:00,1719.7464
4455,7636,Electronics,408.54,2,0.06,2023-07-05 14:00:00,768.0552
4456,8362,Books,449.25,4,0.11,2023-07-05 15:00:00,1599.33
4457,1011,Clothing,312.48,2,0.27,2023-07-05 16:00:00,456.2208
4458,1194,Home,243.32,4,0.24,2023-07-05 17:00:00,739.6928
4459,3537,Beauty,495.28,1,0.11,2023-07-05 18:00:00,440.7992
4460,3842,Clothing,226.35,5,0.04,2023-07-05 19:00:00,1086.48
4461,3229,Beauty,458.83,3,0.13,2023-07-05 20:00:00,1197.5463
4462,4009,Books,382.11,3,0.23,2023-07-05 21:00:00,882.6741
4463,8984,Electronics,168.83,3,0.01,2023-07-05 22:00:00,501.4251
4464,3077,Home,254.02,2,0.22,2023-07-05 23:00:00,396.2712
4465,8845,Sports,195.24,5,0.2,2023-07-06 00:00:00,780.96
4466,4867,Clothing,72.43,2,0.02,2023-07-06 01:00:00,141.96280000000002
4467,5873,Electronics,181.6,2,0.19,2023-07-06 02:00:00,294.192
4468,9635,Beauty,445.04,2,0.09,2023-07-06 03:00:00,809.9728000000001
4469,1297,Books,377.55,2,0.05,2023-07-06 04:00:00,717.345
4470,6856,Beauty,142.4,5,0.12,2023-07-06 05:00:00,626.5600000000001
4471,2015,Books,187.12,3,0.06,2023-07-06 06:00:00,527.6784
4472,2384,Books,310.13,4,0.25,2023-07-06 07:00:00,930.39
4473,9745,Electronics,210.99,2,0.22,2023-07-06 08:00:00,329.1444
4474,3350,Clothing,254.01,5,0.29,2023-07-06 09:00:00,901.7354999999999
4475,2269,Sports,350.59,1,0.16,2023-07-06 10:00:00,294.49559999999997
4476,2260,Clothing,236.29,4,0.03,2023-07-06 11:00:00,916.8051999999999
4477,8701,Home,99.53,2,0.11,2023-07-06 12:00:00,177.1634
4478,9376,Clothing,262.68,2,0.25,2023-07-06 13:00:00,394.02
4479,5563,Books,181.28,4,0.12,2023-07-06 14:00:00,638.1056
4480,7897,Books,148.91,4,0.14,2023-07-06 15:00:00,512.2504
4481,6672,Home,167.41,2,0.12,2023-07-06 16:00:00,294.6416
4482,6593,Beauty,222.31,5,0.07,2023-07-06 17:00:00,1033.7414999999999
4483,7155,Books,443.87,1,0.02,2023-07-06 18:00:00,434.9926
4484,6543,Home,368.36,5,0.05,2023-07-06 19:00:00,1749.71
4485,8240,Books,335.6,3,0.11,2023-07-06 20:00:00,896.052
4486,5683,Sports,238.27,3,0.07,2023-07-06 21:00:00,664.7733000000001
4487,2881,Books,5.91,3,0.17,2023-07-06 22:00:00,14.7159
4488,9713,Electronics,173.57,2,0.18,2023-07-06 23:00:00,284.6548
4489,4809,Home,407.53,1,0.17,2023-07-07 00:00:00,338.24989999999997
4490,6807,Clothing,197.14,1,0.03,2023-07-07 01:00:00,191.2258
4491,5883,Home,284.09,2,0.2,2023-07-07 02:00:00,454.544
4492,8206,Beauty,106.35,2,0.12,2023-07-07 03:00:00,187.176
4493,5155,Books,458.35,2,0.26,2023-07-07 04:00:00,678.3580000000001
4494,5673,Home,461.97,1,0.16,2023-07-07 05:00:00,388.0548
4495,2409,Sports,77.3,2,0.03,2023-07-07 06:00:00,149.962
4496,6197,Home,363.46,4,0.0,2023-07-07 07:00:00,1453.84
4497,8452,Sports,42.24,4,0.21,2023-07-07 08:00:00,133.47840000000002
4498,9718,Books,301.28,4,0.12,2023-07-07 09:00:00,1060.5056
4499,3172,Clothing,93.43,2,0.09,2023-07-07 10:00:00,170.04260000000002
4500,1279,Books,77.12,4,0.13,2023-07-07 11:00:00,268.37760000000003
4501,4977,Beauty,7.04,2,0.02,2023-07-07 12:00:00,13.798399999999999
4502,3669,Electronics,470.72,4,0.12,2023-07-07 13:00:00,1656.9344
4503,8825,Clothing,415.48,2,0.09,2023-07-07 14:00:00,756.1736000000001
4504,4981,Clothing,43.35,5,0.24,2023-07-07 15:00:00,164.73
4505,5769,Electronics,301.69,3,0.05,2023-07-07 16:00:00,859.8164999999999
4506,6247,Home,120.28,5,0.23,2023-07-07 17:00:00,463.078
4507,5427,Books,135.69,3,0.15,2023-07-07 18:00:00,346.0095
4508,7135,Home,437.71,3,0.02,2023-07-07 19:00:00,1286.8673999999999
4509,6573,Home,61.59,4,0.29,2023-07-07 20:00:00,174.9156
4510,5131,Books,302.74,3,0.22,2023-07-07 21:00:00,708.4116
4511,8189,Beauty,203.62,3,0.08,2023-07-07 22:00:00,561.9912
4512,5535,Clothing,99.45,5,0.17,2023-07-07 23:00:00,412.7175
4513,3776,Sports,228.7,3,0.27,2023-07-08 00:00:00,500.8529999999999
4514,8697,Electronics,470.54,2,0.28,2023-07-08 01:00:00,677.5776
4515,9386,Clothing,391.9,2,0.22,2023-07-08 02:00:00,611.364
4516,1662,Home,70.4,4,0.22,2023-07-08 03:00:00,219.64800000000002
4517,9671,Electronics,425.47,5,0.08,2023-07-08 04:00:00,1957.1620000000005
4518,9044,Sports,469.03,1,0.3,2023-07-08 05:00:00,328.32099999999997
4519,5218,Clothing,142.1,5,0.07,2023-07-08 06:00:00,660.765
4520,6060,Clothing,170.04,1,0.03,2023-07-08 07:00:00,164.9388
4521,6874,Beauty,67.52,3,0.29,2023-07-08 08:00:00,143.8176
4522,6581,Clothing,175.75,1,0.05,2023-07-08 09:00:00,166.9625
4523,3014,Clothing,338.2,3,0.16,2023-07-08 10:00:00,852.2639999999999
4524,4789,Sports,139.72,5,0.14,2023-07-08 11:00:00,600.796
4525,8148,Sports,8.38,5,0.25,2023-07-08 12:00:00,31.425000000000004
4526,8766,Electronics,172.58,4,0.12,2023-07-08 13:00:00,607.4816000000001
4527,3364,Home,229.32,4,0.15,2023-07-08 14:00:00,779.688
4528,4629,Sports,285.35,3,0.01,2023-07-08 15:00:00,847.4895
4529,6919,Electronics,343.49,3,0.06,2023-07-08 16:00:00,968.6418
4530,6675,Clothing,35.58,2,0.25,2023-07-08 17:00:00,53.37
4531,9872,Electronics,237.53,2,0.14,2023-07-08 18:00:00,408.5516
4532,7638,Electronics,136.85,2,0.07,2023-07-08 19:00:00,254.54099999999997
4533,5651,Electronics,474.24,5,0.11,2023-07-08 20:00:00,2110.368
4534,1609,Books,183.15,1,0.09,2023-07-08 21:00:00,166.6665
4535,8940,Electronics,54.56,3,0.17,2023-07-08 22:00:00,135.8544
4536,4866,Sports,25.54,4,0.02,2023-07-08 23:00:00,100.1168
4537,1371,Books,136.38,3,0.07,2023-07-09 00:00:00,380.50019999999995
4538,7998,Home,93.54,1,0.11,2023-07-09 01:00:00,83.2506
4539,1615,Electronics,326.65,3,0.28,2023-07-09 02:00:00,705.564
4540,7911,Beauty,424.25,4,0.19,2023-07-09 03:00:00,1374.5700000000002
4541,7010,Clothing,159.72,4,0.15,2023-07-09 04:00:00,543.048
4542,3253,Clothing,291.01,1,0.06,2023-07-09 05:00:00,273.5494
4543,5942,Books,366.5,4,0.17,2023-07-09 06:00:00,1216.78
4544,1864,Clothing,202.25,5,0.28,2023-07-09 07:00:00,728.1
4545,2268,Clothing,37.83,4,0.17,2023-07-09 08:00:00,125.59559999999999
4546,8454,Books,118.45,1,0.05,2023-07-09 09:00:00,112.5275
4547,9976,Clothing,442.12,1,0.3,2023-07-09 10:00:00,309.484
4548,5571,Electronics,413.12,3,0.15,2023-07-09 11:00:00,1053.4560000000001
4549,6229,Home,47.83,4,0.1,2023-07-09 12:00:00,172.188
4550,3237,Books,115.85,4,0.15,2023-07-09 13:00:00,393.89
4551,5054,Beauty,385.74,1,0.08,2023-07-09 14:00:00,354.8808
4552,1935,Books,245.52,3,0.01,2023-07-09 15:00:00,729.1944000000001
4553,7394,Sports,381.18,3,0.27,2023-07-09 16:00:00,834.7841999999999
4554,8891,Beauty,109.49,5,0.13,2023-07-09 17:00:00,476.28149999999994
4555,1325,Sports,476.59,5,0.23,2023-07-09 18:00:00,1834.8715
4556,8774,Books,392.89,1,0.29,2023-07-09 19:00:00,278.95189999999997
4557,4861,Sports,102.74,3,0.19,2023-07-09 20:00:00,249.6582
4558,2985,Beauty,281.43,3,0.21,2023-07-09 21:00:00,666.9891
4559,5932,Electronics,60.98,5,0.28,2023-07-09 22:00:00,219.52799999999996
4560,5603,Books,183.91,5,0.15,2023-07-09 23:00:00,781.6175
4561,3778,Books,331.51,1,0.1,2023-07-10 00:00:00,298.359
4562,9832,Clothing,168.41,3,0.28,2023-07-10 01:00:00,363.7656
4563,8754,Books,330.1,1,0.02,2023-07-10 02:00:00,323.498
4564,5078,Books,126.17,5,0.06,2023-07-10 03:00:00,592.999
4565,2367,Electronics,362.0,4,0.1,2023-07-10 04:00:00,1303.2
4566,5042,Clothing,183.0,5,0.23,2023-07-10 05:00:00,704.5500000000001
4567,3575,Home,396.29,3,0.27,2023-07-10 06:00:00,867.8751000000001
4568,7754,Sports,72.66,1,0.14,2023-07-10 07:00:00,62.48759999999999
4569,2581,Beauty,184.18,3,0.09,2023-07-10 08:00:00,502.8114
4570,2986,Home,234.65,5,0.11,2023-07-10 09:00:00,1044.1925
4571,3240,Clothing,214.8,5,0.2,2023-07-10 10:00:00,859.2
4572,4966,Electronics,219.38,2,0.05,2023-07-10 11:00:00,416.82199999999995
4573,8604,Beauty,225.18,5,0.16,2023-07-10 12:00:00,945.7560000000001
4574,9320,Sports,494.46,3,0.18,2023-07-10 13:00:00,1216.3716
4575,6968,Books,100.61,1,0.21,2023-07-10 14:00:00,79.48190000000001
4576,8493,Books,385.49,1,0.18,2023-07-10 15:00:00,316.1018
4577,5103,Home,278.14,2,0.03,2023-07-10 16:00:00,539.5916
4578,3076,Sports,209.75,3,0.21,2023-07-10 17:00:00,497.1075
4579,6231,Clothing,318.6,5,0.01,2023-07-10 18:00:00,1577.07
4580,3994,Sports,427.5,4,0.12,2023-07-10 19:00:00,1504.8
4581,4744,Electronics,235.99,1,0.13,2023-07-10 20:00:00,205.31130000000002
4582,6594,Home,433.08,3,0.03,2023-07-10 21:00:00,1260.2628
4583,8531,Home,51.43,2,0.0,2023-07-10 22:00:00,102.86
4584,8371,Electronics,328.28,4,0.02,2023-07-10 23:00:00,1286.8575999999998
4585,2644,Sports,169.92,3,0.13,2023-07-11 00:00:00,443.4912
4586,4144,Electronics,196.42,5,0.07,2023-07-11 01:00:00,913.3529999999998
4587,1242,Beauty,287.65,1,0.02,2023-07-11 02:00:00,281.897
4588,5085,Electronics,242.56,5,0.08,2023-07-11 03:00:00,1115.776
4589,8954,Sports,193.98,2,0.16,2023-07-11 04:00:00,325.8864
4590,8269,Electronics,157.62,1,0.22,2023-07-11 05:00:00,122.9436
4591,8130,Clothing,311.07,4,0.12,2023-07-11 06:00:00,1094.9664
4592,7828,Books,255.26,1,0.18,2023-07-11 07:00:00,209.3132
4593,9362,Electronics,165.04,5,0.18,2023-07-11 08:00:00,676.664
4594,9844,Books,106.46,3,0.27,2023-07-11 09:00:00,233.1474
4595,7331,Electronics,388.36,3,0.05,2023-07-11 10:00:00,1106.8259999999998
4596,4512,Sports,400.86,3,0.14,2023-07-11 11:00:00,1034.2187999999999
4597,2499,Beauty,110.83,2,0.19,2023-07-11 12:00:00,179.5446
4598,3158,Beauty,134.52,2,0.16,2023-07-11 13:00:00,225.99360000000001
4599,6162,Books,123.38,3,0.14,2023-07-11 14:00:00,318.3204
4600,5039,Sports,442.86,4,0.29,2023-07-11 15:00:00,1257.7223999999999
4601,3035,Sports,388.19,5,0.28,2023-07-11 16:00:00,1397.484
4602,8977,Sports,41.91,4,0.18,2023-07-11 17:00:00,137.4648
4603,1857,Clothing,417.17,3,0.13,2023-07-11 18:00:00,1088.8137
4604,4823,Home,23.24,5,0.23,2023-07-11 19:00:00,89.47399999999999
4605,7770,Electronics,130.33,2,0.15,2023-07-11 20:00:00,221.561
4606,1298,Sports,459.9,1,0.3,2023-07-11 21:00:00,321.92999999999995
4607,8244,Sports,432.84,1,0.21,2023-07-11 22:00:00,341.9436
4608,1923,Sports,391.81,5,0.02,2023-07-11 23:00:00,1919.869
4609,5232,Beauty,231.49,4,0.12,2023-07-12 00:00:00,814.8448000000001
4610,5306,Sports,164.1,5,0.22,2023-07-12 01:00:00,639.99
4611,3799,Electronics,441.37,4,0.25,2023-07-12 02:00:00,1324.1100000000001
4612,7578,Sports,330.25,4,0.24,2023-07-12 03:00:00,1003.96
4613,5875,Electronics,151.28,1,0.29,2023-07-12 04:00:00,107.4088
4614,6326,Clothing,234.28,2,0.15,2023-07-12 05:00:00,398.276
4615,7582,Home,441.34,3,0.04,2023-07-12 06:00:00,1271.0592
4616,2802,Beauty,452.21,2,0.2,2023-07-12 07:00:00,723.5360000000001
4617,3657,Electronics,331.35,3,0.02,2023-07-12 08:00:00,974.1690000000001
4618,4346,Books,367.62,1,0.29,2023-07-12 09:00:00,261.0102
4619,3949,Clothing,24.45,3,0.23,2023-07-12 10:00:00,56.479499999999994
4620,1941,Home,304.28,4,0.29,2023-07-12 11:00:00,864.1551999999999
4621,2907,Home,346.05,5,0.11,2023-07-12 12:00:00,1539.9225000000001
4622,5837,Home,15.09,3,0.0,2023-07-12 13:00:00,45.269999999999996
4623,9105,Electronics,422.71,2,0.16,2023-07-12 14:00:00,710.1528
4624,2243,Clothing,464.5,1,0.04,2023-07-12 15:00:00,445.91999999999996
4625,6696,Sports,122.78,1,0.2,2023-07-12 16:00:00,98.224
4626,2466,Books,423.67,5,0.15,2023-07-12 17:00:00,1800.5974999999999
4627,4957,Clothing,334.43,4,0.23,2023-07-12 18:00:00,1030.0444
4628,2966,Clothing,292.44,4,0.09,2023-07-12 19:00:00,1064.4816
4629,1375,Clothing,422.35,1,0.25,2023-07-12 20:00:00,316.76250000000005
4630,1262,Electronics,146.38,4,0.2,2023-07-12 21:00:00,468.416
4631,5362,Books,396.47,5,0.3,2023-07-12 22:00:00,1387.645
4632,7502,Electronics,160.69,1,0.05,2023-07-12 23:00:00,152.6555
4633,8833,Books,394.79,4,0.02,2023-07-13 00:00:00,1547.5768
4634,2893,Books,228.27,3,0.26,2023-07-13 01:00:00,506.7594
4635,9106,Electronics,62.89,3,0.1,2023-07-13 02:00:00,169.80300000000003
4636,2652,Books,193.85,4,0.13,2023-07-13 03:00:00,674.598
4637,6540,Clothing,120.58,3,0.28,2023-07-13 04:00:00,260.4528
4638,4892,Electronics,54.76,5,0.13,2023-07-13 05:00:00,238.20600000000002
4639,1599,Books,59.59,2,0.09,2023-07-13 06:00:00,108.45380000000002
4640,5815,Home,391.14,5,0.02,2023-07-13 07:00:00,1916.5859999999998
4641,2912,Electronics,441.29,5,0.13,2023-07-13 08:00:00,1919.6115000000002
4642,9792,Beauty,463.93,4,0.2,2023-07-13 09:00:00,1484.576
4643,9572,Electronics,427.7,5,0.08,2023-07-13 10:00:00,1967.42
4644,5213,Electronics,415.96,4,0.22,2023-07-13 11:00:00,1297.7952
4645,4637,Electronics,39.07,1,0.14,2023-07-13 12:00:00,33.6002
4646,6599,Books,396.11,4,0.26,2023-07-13 13:00:00,1172.4856
4647,7448,Electronics,392.72,4,0.05,2023-07-13 14:00:00,1492.336
4648,9557,Beauty,69.99,1,0.23,2023-07-13 15:00:00,53.8923
4649,8382,Sports,332.69,2,0.28,2023-07-13 16:00:00,479.0736
4650,9982,Electronics,228.99,1,0.22,2023-07-13 17:00:00,178.6122
4651,4569,Home,450.51,4,0.12,2023-07-13 18:00:00,1585.7952
4652,8707,Beauty,349.23,3,0.07,2023-07-13 19:00:00,974.3516999999999
4653,1746,Sports,475.74,4,0.03,2023-07-13 20:00:00,1845.8712
4654,9504,Books,56.94,1,0.19,2023-07-13 21:00:00,46.1214
4655,5633,Electronics,25.1,4,0.04,2023-07-13 22:00:00,96.384
4656,1920,Sports,486.92,1,0.25,2023-07-13 23:00:00,365.19
4657,8008,Home,44.7,5,0.29,2023-07-14 00:00:00,158.685
4658,3381,Beauty,196.17,2,0.04,2023-07-14 01:00:00,376.64639999999997
4659,4618,Beauty,326.74,2,0.11,2023-07-14 02:00:00,581.5972
4660,9989,Books,440.63,1,0.28,2023-07-14 03:00:00,317.2536
4661,5443,Books,131.02,2,0.14,2023-07-14 04:00:00,225.35440000000003
4662,1272,Books,19.38,3,0.16,2023-07-14 05:00:00,48.8376
4663,2773,Sports,263.04,3,0.22,2023-07-14 06:00:00,615.5136000000001
4664,3547,Electronics,238.2,2,0.06,2023-07-14 07:00:00,447.816
4665,4164,Clothing,156.91,1,0.29,2023-07-14 08:00:00,111.4061
